linha;status;motivo;researcher_id;universidade;institution_id;identity_territory;workload;city_id
251;atualizado;;600b090e-641e-440a-83bc-8a9e87d0bd71;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;40.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
252;atualizado;;39fe5f81-657f-45fa-8a77-6a9bad1e2557;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;20.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
253;atualizado;;84cd50fa-f6fa-467b-9ef9-7006a8c5d7a5;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;40.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
254;atualizado;;577f8149-ad1b-4dd1-9a30-7eb6012d21c8;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;40.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
255;atualizado;;d2d543ce-d1ad-4771-a2f0-5250634892c6;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;30.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
256;atualizado;;6fbd2a96-f00a-40a9-b0a5-6a2cf28eb575;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;20.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
257;atualizado;;4625b2c4-7f5b-4487-8dac-c83cc882b5fa;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;30.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
258;atualizado;;e0d3a6a9-57ea-428e-95df-74876f1a1e2f;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;12.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
259;atualizado;;56d512ae-4108-4bac-a0ab-aa8662765b42;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;20.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
260;atualizado;;7daa3441-1979-4fcb-b816-48884fe78fb2;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;30.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
261;atualizado;;9231e5cd-396e-4a93-9b89-8138fcabe663;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;23.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
262;atualizado;;bd9d88da-c6fc-494c-b84e-a93d6fe978cd;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;38.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
263;atualizado;;c7559e82-44a6-44d6-af09-b14055d720b3;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;12.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
264;ignorado;Pesquisador nao encontrado no banco de dados.;;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;;;
265;ignorado;Pesquisador nao encontrado no banco de dados.;;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;;;
266;atualizado;;82f472e9-eb25-44f4-8667-b65f1c418356;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;METROPOLITANA DE SALVADOR;35.0;f1b0b08a-eb05-45bf-99c0-69bd9b2a82a6
267;ignorado;Pesquisador nao encontrado no banco de dados.;;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;;;
268;ignorado;Pesquisador nao encontrado no banco de dados.;;EBMSP;dc6b3b63-2ada-49cb-bbca-f888ff31d56b;;;
